-0.15,0.27,0.89
-0.15,0.26,0.9
-0.07,0.23,0.98
-0.07,0.23,0.98
-0.07,0.2,0.99
-0.06,0.18,1.01
-0.17,0.22,1.09
-0.22,0.21,1.11
-0.23,0.18,1.14
-0.28,0.17,1.17
-0.39,0.23,1.2
-0.5,0.33,1.1
-0.48,0.34,1.02
-0.52,0.25,0.91
-0.64,0.19,0.85
-0.72,0.18,0.81
-0.78,0.18,0.76
-0.78,0.21,0.76
-0.81,0.22,0.72
-0.8,0.21,0.67
-0.76,0.19,0.61
-0.72,0.19,0.57
-0.69,0.14,0.57
-0.67,0.08,0.54
-0.59,0.04,0.52
-0.51,-0.01,0.48
-0.48,-0.02,0.37
-0.45,-0.01,0.28
-0.97,0.18,0.18
-1.1,0.31,0.03
-0.96,0.37,-0.07
-0.59,0.28,-0.07
-0.62,0.38,-0.5
-1.02,0.84,-0.12
-0.99,0.63,-0.25
-0.88,0.34,-0.39
-0.85,0.19,-0.2
-0.84,0.13,-0.01
-1.04,0.03,0.05
-1.48,-0.04,0
-1.52,-0.09,-0.13
-1.25,-0.09,-0.09
-0.96,0.01,-0.04
-0.88,0.17,0.01
-1.02,0.3,0.03
-1.17,0.36,0.02
-1.11,0.35,-0.08
-1.11,0.35,-0.08
-1.02,0.34,-0.29
-0.93,0.36,-0.62
-0.82,0.43,-0.79
-0.61,0.42,-0.81
-0.46,0.32,-0.8
-0.3,0.07,-0.77
-0.3,0.07,-0.77
-0.31,-0.02,-0.77
-0.38,-0.08,-0.78
-0.32,-0.04,-0.89
-0.19,0.05,-1
-0.04,0.14,-1.06
0.06,0.2,-1.07
0.12,0.21,-1.02
0.18,0.16,-1.04
0.16,0.1,-1.14
0.07,0.02,-1.19
0.06,-0.1,-1.17
0.08,-0.21,-1.11
0.08,-0.25,-1.08
0.1,-0.24,-1.06
0.12,-0.16,-0.97
0.14,-0.06,-0.89
0.16,0.05,-0.86
0.17,0.13,-0.85
0.2,0.21,-0.84
0.25,0.29,-0.87
0.33,0.33,-0.92
0.37,0.33,-0.92
0.37,0.36,-0.92
0.33,0.38,-0.9
0.26,0.39,-0.84
0.22,0.38,-0.76
0.22,0.39,-0.71
0.2,0.43,-0.73
0.2,0.58,-0.84
0.27,0.55,-0.82
0.35,0.53,-0.75
0.25,0.55,-0.75
0.38,0.51,-0.86
0.43,0.5,-0.85
0.39,0.54,-0.8
0.38,0.58,-0.78
0.38,0.59,-0.79
0.38,0.57,-0.79
0.36,0.55,-0.77
0.41,0.51,-0.72
0.45,0.49,-0.75
0.43,0.48,-0.79
0.46,0.47,-0.82
0.53,0.49,-0.85
0.53,0.49,-0.87
0.45,0.47,-0.99
0.45,0.38,-1.02
0.48,0.32,-1.02
0.48,0.29,-0.99
0.44,0.27,-0.98
0.44,0.26,-0.97
0.44,0.25,-0.91
0.44,0.25,-0.91
0.43,0.24,-0.88
0.43,0.22,-0.93
0.41,0.19,-0.99
0.37,0.18,-1.04
0.33,0.15,-1.03
0.3,0.14,-0.98
0.29,0.12,-0.91
0.28,0.1,-0.83
0.26,0.06,-0.84
0.09,-0.04,-0.94
-0.43,-0.09,-0.97
-0.24,-0.17,-0.84
-0.15,-0.34,-0.72
-0.22,-0.34,-0.63
-0.29,-0.3,-0.55
-0.31,-0.29,-0.53
-0.35,-0.27,-0.55
-0.39,-0.26,-0.54
-0.71,0.11,-0.51
-0.56,0.37,-0.29
-0.24,0.24,-0.15
-0.11,0.19,-0.18
-0.04,0.23,-0.26
-0.05,0.25,-0.43
-0.1,0.32,-0.53
0.05,0.42,-1.54
0.05,0.42,-1.54
0.08,0.51,-1.74
0.08,0.51,-1.22
0.09,0.5,-1.22
0.11,0.35,-0.83
0.09,-0.04,-0.02
1.03,-0.08,0.03
2,0.16,-1.1
1.85,0.33,-1.85
0.58,0.04,-1.25
0.09,-0.04,-0.61
0.09,-0.1,-0.68
0.23,-0.23,-1.04
0.52,-0.35,-1.09
0.81,-0.33,-0.8
0.63,-0.29,-0.59
0.37,-0.24,-0.52
0.39,-0.18,-0.58
0.52,-0.08,-0.66
0.67,-0.02,-0.78
0.8,0.04,-0.92
0.83,0.17,-0.9
0.71,0.38,-0.98
0.62,0.46,-1.32
0.62,0.25,-1.31
0.41,0.02,-0.84
0.29,-0.08,-0.79
0.48,0.11,-0.93
0.6,0.31,-0.96
0.57,0.35,-0.89
0.39,0.02,-0.89
0.29,-0.21,-1.06
0.29,-0.21,-1.06
0.37,-0.08,-0.96
0.57,0.07,-0.88
0.74,0.14,-0.86
0.78,0.2,-0.78
0.72,0.23,-0.67
0.58,0.2,-0.65
0.43,0.21,-0.64
0.37,0.18,-0.76
0.42,0.17,-0.63
0.39,-0.01,-1.25
0.44,-0.1,-1.55
0.63,0.15,-1.32
0.73,0.4,-0.87
0.76,0.39,-0.63
0.66,0.22,-0.67
0.51,0.13,-0.72
0.42,0.08,-0.8
0.51,0,-1.13
0.38,0.25,-0.72
0.48,0.4,-0.66
0.66,0.44,-0.52
0.91,0.41,-0.54
1.01,0.26,-0.65
0.83,0.07,-0.61
0.69,-0.06,-0.61
0.66,-0.1,-0.66
0.62,-0.04,-0.66
0.51,0.11,-0.64
0.51,0.2,-0.74
0.51,0.2,-0.74
0.61,0.2,-0.73
0.72,0.21,-0.68
0.83,0.23,-0.69
0.86,0.27,-0.75
0.85,0.3,-0.79
0.86,0.27,-0.79
0.93,0.25,-0.74
0.92,0.25,-0.6
0.93,0.25,-0.49
0.82,0.22,-0.34
0.72,0.23,-0.18
0.77,0.2,-0.09
0.81,0.12,-0.03
0.78,0.07,-0.06
0.77,0.08,-0.11
0.61,-0.05,0.02
0.59,-0.13,-0.02
0.69,-0.07,-0.02
1.04,0,0
1.37,0.4,-0.29
1.91,0.95,-0.22
1.49,0.6,0.43
1.13,0.14,0.58
0.96,-0.01,0.47
0.89,-0.16,0.39
0.74,-0.31,0.43
0.83,-0.37,0.5
1.01,-0.29,0.46
1.09,-0.29,0.51
1.09,-0.14,0.51
1,-0.03,0.66
0.86,0.01,0.8
0.74,0,0.88
0.56,0.01,1.06
0.55,0.14,1.3
0.3,0.25,1.34
0.25,0.3,1.01
-0.07,0.21,0.99
-0.28,-0.11,0.93
-0.21,-0.22,0.86
-0.24,-0.26,0.92
-0.38,-0.5,1.12
0.03,-0.2,1.17
-0.01,-0.07,1.13
0.04,0.08,1
-0.01,0.19,0.94
-0.08,0.18,0.93
-0.11,0.15,0.93
-0.13,0.11,0.92
